uf,municipio,qtde,latitude,longitude
PE,AGRESTINA,15,-8.459660000000001,-35.9447
PE,AGUA PRETA,15,-8.70609,-35.5263
PE,AGUAS BELAS,17,-9.11125,-37.1226
PE,ALAGOINHA,3,-8.4665,-36.7788
PE,ALIANCA,18,-7.60398,-35.2227
PE,ALTINHO,12,-8.48482,-36.0644
PE,AMARAJI,17,-8.37691,-35.4501
PE,ANGELIM,9,-8.88429,-36.2902
PE,ARACOIABA,12,-7.78391,-35.0809
PE,ARARIPINA,27,-7.57073,-40.494
PE,ARCOVERDE,52,-8.415189999999999,-37.0577
PE,BARRA DE GUABIRABA,6,-8.42075,-35.6585
PE,BARREIROS,27,-8.81605,-35.1832
PE,BELEM DE MARIA,9,-8.62504,-35.8335
PE,BELEM DE SAO FRANCISCO,12,,
PE,BELO JARDIM,50,-8.3313,-36.4258
PE,BETANIA,5,-8.26787,-38.0345
PE,BEZERROS,26,-8.2328,-35.796
PE,BODOCO,9,-7.777589999999999,-39.9338
PE,BOM CONSELHO,16,-9.16919,-36.6857
PE,BOM JARDIM,16,-7.79695,-35.5784
PE,BONITO,27,-8.471630000000001,-35.7292
PE,BREJAO,5,-9.02915,-36.566
PE,BREJINHO,3,-7.346939999999999,-37.2865
PE,BREJO DA MADRE DE DEUS,25,-8.14933,-36.3741
PE,BUENOS AIRES,5,-7.7244899999999985,-35.3182
PE,BUIQUE,14,-8.619539999999999,-37.1606
PE,CABO DE SANTO AGOSTINHO,271,-8.28218,-35.0253
PE,CABROBO,27,-8.50548,-39.3094
PE,CACHOEIRINHA,10,-8.48668,-36.2402
PE,CAETES,7,-8.7803,-36.6268
PE,CALCADO,3,-8.73108,-36.3366
PE,CALUMBI,6,-7.935510000000002,-38.1482
PE,CAMARAGIBE,162,-8.02351,-34.9782
PE,CAMOCIM DE SAO FELIX,11,-8.35865,-35.7653
PE,CAMUTANGA,6,-7.40545,-35.2664
PE,CANHOTINHO,13,-8.87652,-36.1979
PE,CAPOEIRAS,3,-8.73423,-36.6306
PE,CARNAIBA,9,-7.7934199999999985,-37.7946
PE,CARNAUBEIRA DA PENHA,1,-8.31799,-38.7512
PE,CARPINA,66,-7.84566,-35.2514
PE,CARUARU,276,-8.28455,-35.9699
PE,CASINHAS,4,-7.740839999999999,-35.7206
PE,CATENDE,28,-8.675089999999999,-35.7024
PE,CEDRO,4,-7.71179,-39.2367
PE,CHA DE ALEGRIA,8,-8.006789999999999,-35.204
PE,CHA GRANDE,16,-8.23827,-35.4571
PE,CONDADO,14,-7.58787,-35.0999
PE,CORRENTES,7,-9.12117,-36.3244
PE,CORTES,8,-8.47443,-35.5468
PE,CUMARU,10,-8.00827,-35.6957
PE,CUPIRA,23,-8.624319999999999,-35.9518
PE,CUSTODIA,12,-8.085460000000001,-37.6443
PE,DORMENTES,5,-8.44116,-40.7662
PE,ESCADA,42,-8.35672,-35.2241
PE,EXU,10,-7.503639999999999,-39.7238
PE,FEIRA NOVA,10,-7.9470399999999985,-35.3801
PE,FERNANDO DE NORONHA,7,-3.8396,-32.4107
PE,FERREIROS,10,-7.44666,-35.2373
PE,FLORES,17,-7.85842,-37.9715
PE,FLORESTA,10,-8.603069999999999,-38.5687
PE,FREI MIGUELINHO,7,-7.93918,-35.9113
PE,GAMELEIRA,13,-8.5798,-35.3846
PE,GARANHUNS,151,-8.882430000000003,-36.4966
PE,GLORIA DO GOITA,12,-8.00568,-35.2904
PE,GOIANA,48,-7.5606,-34.9959
PE,GRANITO,3,-7.707110000000001,-39.615
PE,GRAVATA,84,-8.21118,-35.5675
PE,IATI,5,-9.04559,-36.8498
PE,IBIMIRIM,13,-8.54026,-37.7032
PE,IBIRAJUBA,4,-8.57633,-36.1812
PE,IGARASSU,77,-7.828810000000002,-34.9013
PE,IGUARACI,2,,
PE,ILHA DE ITAMARACA,18,-7.7476600000000015,-34.8303
PE,INAJA,7,-8.90206,-37.8351
PE,INGAZEIRA,1,-7.66909,-37.4576
PE,IPOJUCA,62,-8.39303,-35.0609
PE,IPUBI,8,-7.64505,-40.1476
PE,ITACURUBA,11,-8.82231,-38.6975
PE,ITAIBA,6,-8.945689999999997,-37.4173
PE,ITAMBE,16,-7.41403,-35.0963
PE,ITAPETIM,13,-7.37178,-37.1863
PE,ITAPISSUMA,15,-7.76798,-34.8971
PE,ITAQUITINGA,5,-7.66373,-35.1002
PE,JABOATAO DOS GUARARAPES,706,-8.11298,-35.015
PE,JAQUEIRA,8,-8.726180000000001,-35.7942
PE,JATAUBA,4,-7.97668,-36.4943
PE,JATOBA,10,-9.17476,-38.2607
PE,JOAO ALFREDO,11,-7.86565,-35.5787
PE,JOAQUIM NABUCO,11,-8.622810000000001,-35.5288
PE,JUCATI,7,-8.70195,-36.4871
PE,JUPI,6,-8.70904,-36.4126
PE,JUREMA,7,-8.707139999999999,-36.1347
PE,LAGOA DO CARRO,8,-7.84383,-35.3108
PE,LAGOA DO ITAENGA,7,,
PE,LAGOA DO OURO,4,-9.12567,-36.4584
PE,LAGOA DOS GATOS,6,-8.6602,-35.904
PE,LAGOA GRANDE,13,-8.99452,-40.2767
PE,LAJEDO,20,-8.657910000000001,-36.3293
PE,LIMOEIRO,50,-7.8726,-35.4402
PE,MACAPARANA,16,-7.555639999999999,-35.4425
PE,MACHADOS,5,-7.688269999999998,-35.5114
PE,MANARI,2,-8.9649,-37.6313
PE,MARAIAL,8,-8.79062,-35.8266
PE,MIRANDIBA,7,-8.12113,-38.7388
PE,MOREILANDIA,3,-7.61931,-39.546
PE,MORENO,60,-8.10871,-35.0835
PE,NAZARE DA MATA,23,-7.74149,-35.2193
PE,OLINDA,381,-8.01017,-34.8545
PE,OROBO,11,-7.74553,-35.5956
PE,OROCO,5,-8.61026,-39.6026
PE,OURICURI,31,-7.87918,-40.08
PE,PALMARES,64,-8.68423,-35.589
PE,PALMEIRINA,2,-9.0109,-36.3242
PE,PANELAS,10,-8.66121,-36.0125
PE,PARANATAMA,6,-8.91875,-36.6549
PE,PARNAMIRIM,6,-8.08729,-39.5795
PE,PASSIRA,20,-7.9971,-35.5813
PE,PAUDALHO,40,-7.90287,-35.1716
PE,PAULISTA,224,-7.934010000000002,-34.8684
PE,PEDRA,9,-8.496410000000001,-36.94
PE,PESQUEIRA,42,-8.35797,-36.6978
PE,PETROLANDIA,23,-9.06863,-38.3027
PE,PETROLINA,205,-9.38866,-40.5027
PE,POCAO,6,-8.18726,-36.7111
PE,POMBOS,13,-8.13982,-35.3967
PE,PRIMAVERA,11,-8.329989999999999,-35.3544
PE,QUIPAPA,7,-8.81175,-36.0137
PE,QUIXABA,4,-7.7073399999999985,-37.8446
PE,RECIFE,1639,-8.046660000000001,-34.8771
PE,RIACHO DAS ALMAS,10,-8.13742,-35.8648
PE,RIBEIRAO,35,-8.50957,-35.3698
PE,RIO FORMOSO,15,-8.6592,-35.1532
PE,SAIRE,9,-8.32864,-35.6967
PE,SALGADINHO,5,-7.9269,-35.6503
PE,SALGUEIRO,35,-8.07373,-39.1247
PE,SALOA,7,-8.9723,-36.691
PE,SANHARO,10,-8.36097,-36.5696
PE,SANTA CRUZ,7,-8.241530000000001,-40.3434
PE,SANTA CRUZ DA BAIXA VERDE,6,-7.813389999999999,-38.1476
PE,SANTA CRUZ DO CAPIBARIBE,62,-7.94802,-36.2061
PE,SANTA FILOMENA,2,-8.16688,-40.6079
PE,SANTA MARIA DA BOA VISTA,28,-8.79766,-39.8241
PE,SANTA MARIA DO CAMBUCA,5,-7.836760000000001,-35.8941
PE,SANTA TEREZINHA,6,-7.37696,-37.4787
PE,SAO BENEDITO DO SUL,6,-8.8166,-35.9453
PE,SAO BENTO DO UNA,13,-8.52637,-36.4465
PE,SAO CAITANO,21,,
PE,SAO JOAO,4,-8.875760000000003,-36.3653
PE,SAO JOAQUIM DO MONTE,9,-8.43196,-35.8035
PE,SAO JOSE DA COROA GRANDE,14,-8.88937,-35.1515
PE,SAO JOSE DO BELMONTE,11,-7.85723,-38.7577
PE,SAO JOSE DO EGITO,9,-7.46945,-37.274
PE,SAO LOURENCO DA MATA,65,-8.006839999999999,-35.0124
PE,SAO VICENTE FERRER,9,-7.589689999999999,-35.4808
PE,SERRA TALHADA,48,-7.98178,-38.289
PE,SERRITA,5,-7.940410000000001,-39.2951
PE,SERTANIA,21,-8.06847,-37.2684
PE,SIRINHAEM,28,-8.58778,-35.1126
PE,SOLIDAO,3,-7.59472,-37.6445
PE,SURUBIM,36,-7.847460000000001,-35.7481
PE,TABIRA,8,-7.583660000000001,-37.5377
PE,TACAIMBO,8,-8.30867,-36.3
PE,TACARATU,8,-9.09798,-38.1504
PE,TAMANDARE,16,-8.75665,-35.1033
PE,TAQUARITINGA DO NORTE,12,-7.89446,-36.0423
PE,TEREZINHA,2,-9.05621,-36.6272
PE,TERRA NOVA,2,-8.222439999999999,-39.3825
PE,TIMBAUBA,32,-7.50484,-35.3119
PE,TORITAMA,18,-8.00955,-36.0637
PE,TRACUNHAEM,9,-7.80228,-35.2314
PE,TRINDADE,18,-7.758999999999999,-40.2647
PE,TRIUNFO,11,-7.83272,-38.0978
PE,TUPANATINGA,4,-8.74798,-37.3445
PE,TUPARETAMA,10,-7.6003,-37.3165
PE,VENTUROSA,8,-8.57885,-36.8742
PE,VERDEJANTE,6,-7.92235,-38.9701
PE,VERTENTE DO LERIO,4,-7.77084,-35.8491
PE,VERTENTES,9,-7.90158,-35.9681
PE,VICENCIA,10,-7.65655,-35.3139
PE,VITORIA DE SANTO ANTAO,94,-8.12819,-35.2976
PE,XEXEU,7,-8.8046,-35.6212
PI,ACAUA,2,-8.21954,-41.0831
PI,AGRICOLANDIA,4,-5.79676,-42.6664
PI,AGUA BRANCA,13,-5.88856,-42.637
PI,ALAGOINHA DO PIAUI,2,-7.00039,-40.9282
PI,ALEGRETE DO PIAUI,4,-7.2419600000000015,-40.8566
PI,ALTO LONGA,8,-5.25634,-42.2096
PI,ALTOS,17,-5.038880000000002,-42.4612
PI,ALVORADA DO GURGUEIA,1,-8.42418,-43.777
PI,AMARANTE,9,-6.2430400000000015,-42.8433
PI,ANGICAL DO PIAUI,3,-6.08786,-42.74
PI,ANISIO DE ABREU,2,-9.18564,-43.0494
PI,ANTONIO ALMEIDA,4,-7.21276,-44.1889
PI,AROAZES,1,-6.11022,-41.7822
PI,ARRAIAL,2,-6.65075,-42.5418
PI,ASSUNCAO DO PIAUI,2,-5.865,-41.0389
PI,AVELINO LOPES,8,-10.1345,-43.9563
PI,BAIXA GRANDE DO RIBEIRO,2,-7.84903,-45.219
PI,BARRA D'ALCANTARA,2,-6.51645,-42.1146
PI,BARRAS,12,-4.244680000000002,-42.2922
PI,BARREIRAS DO PIAUI,1,-9.9296,-45.4702
PI,BARRO DURO,4,-5.8167300000000015,-42.5147
PI,BATALHA,10,-4.0223,-42.0787
PI,BELA VISTA DO PIAUI,1,-7.98809,-41.8675
PI,BELEM DO PIAUI,1,-7.366519999999999,-40.9688
PI,BENEDITINOS,4,-5.45676,-42.3638
PI,BERTOLINIA,3,-7.633380000000002,-43.9498
PI,BETANIA DO PIAUI,3,-8.14376,-40.7989
PI,BOA HORA,4,-4.41404,-42.1357
PI,BOCAINA,2,-6.94124,-41.3168
PI,BOM JESUS,29,-9.07124,-44.359
PI,BOM PRINCIPIO DO PIAUI,1,-3.19631,-41.6403
PI,BONFIM DO PIAUI,2,-9.1605,-42.8865
PI,BOQUEIRAO DO PIAUI,1,-4.48181,-42.1212
PI,BRASILEIRA,4,-4.1337,-41.7859
PI,BREJO DO PIAUI,4,-8.20314,-42.8229
PI,BURITI DOS LOPES,5,-3.1825900000000003,-41.8695
PI,BURITI DOS MONTES,1,-5.30584,-41.0933
PI,CABECEIRAS DO PIAUI,2,-4.4773,-42.3069
PI,CAJAZEIRAS DO PIAUI,2,-6.79667,-42.3903
PI,CAJUEIRO DA PRAIA,2,-2.93111,-41.3408
PI,CAMPINAS DO PIAUI,2,-7.6593,-41.8775
PI,CAMPO ALEGRE DO FIDALGO,1,-8.38236,-41.8344
PI,CAMPO LARGO DO PIAUI,1,-3.80441,-42.64
PI,CAMPO MAIOR,22,-4.8217,-42.1641
PI,CANAVIEIRA,1,-7.6882100000000015,-43.7233
PI,CANTO DO BURITI,11,-8.1111,-42.9517
PI,CAPITAO DE CAMPOS,2,-4.457,-41.944
PI,CAPITAO GERVASIO OLIVEIRA,2,-8.49655,-41.81399999999999
PI,CARACOL,5,-9.27933,-43.32899999999999
PI,CARAUBAS DO PIAUI,2,-3.47525,-41.8425
PI,CASTELO DO PIAUI,7,-5.31869,-41.5499
PI,CAXINGO,1,-3.4190400000000003,-41.8955
PI,COCAL,18,-3.4727900000000003,-41.5546
PI,COCAL DOS ALVES,1,-3.62047,-41.4402
PI,COIVARAS,1,-5.09224,-42.208
PI,COLONIA DO GURGUEIA,4,-8.1837,-43.794
PI,COLONIA DO PIAUI,5,-7.22651,-42.1756
PI,CONCEICAO DO CANINDE,2,-7.87638,-41.5942
PI,CORONEL JOSE DIAS,2,-8.81397,-42.5232
PI,CORRENTE,21,-10.4333,-45.1633
PI,CRISTALANDIA DO PIAUI,1,-10.6443,-45.1893
PI,CRISTINO CASTRO,9,-8.82273,-44.223
PI,CURIMATA,6,-10.0326,-44.3002
PI,CURRAIS,2,-9.01175,-44.4062
PI,CURRAL NOVO DO PIAUI,2,-7.8313,-40.8957
PI,CURRALINHOS,1,-5.60825,-42.8376
PI,DEMERVAL LOBAO,4,-5.35875,-42.6776
PI,DIRCEU ARCOVERDE,4,-9.33939,-42.4348
PI,DOM EXPEDITO LOPES,1,-6.95332,-41.6396
PI,DOM INOCENCIO,2,-9.00516,-41.9697
PI,DOMINGOS MOURAO,1,-4.2495,-41.2683
PI,ELESBAO VELOSO,5,-6.19947,-42.1355
PI,ELISEU MARTINS,4,-8.09629,-43.6705
PI,ESPERANTINA,12,-3.888630000000001,-42.2324
PI,FARTURA DO PIAUI,2,-9.48342,-42.7912
PI,FLORES DO PIAUI,2,-7.78793,-42.918
PI,FLORESTA DO PIAUI,2,-7.4668199999999985,-41.7883
PI,FLORIANO,61,-6.77182,-43.0241
PI,FRANCINOPOLIS,1,-6.39334,-42.2591
PI,FRANCISCO AYRES,2,-6.626060000000002,-42.6881
PI,FRANCISCO MACEDO,1,-7.331,-40.788
PI,FRANCISCO SANTOS,2,-6.994910000000001,-41.1288
PI,FRONTEIRAS,2,-7.08173,-40.6146
PI,GEMINIANO,1,-7.1547600000000005,-41.3409
PI,GILBUES,5,-9.83001,-45.3423
PI,GUADALUPE,8,-6.78285,-43.5594
PI,GUARIBAS,1,-9.38647,-43.6943
PI,ILHA GRANDE,8,-2.85774,-41.8186
PI,INHUMA,9,-6.665,-41.7041
PI,IPIRANGA DO PIAUI,4,-6.824210000000001,-41.7381
PI,ISAIAS COELHO,2,-7.73597,-41.6735
PI,ITAINOPOLIS,7,-7.44336,-41.4687
PI,ITAUEIRA,7,-7.5998899999999985,-43.0249
PI,JACOBINA DO PIAUI,1,-7.930630000000002,-41.2075
PI,JAICOS,9,-7.36229,-41.1371
PI,JERUMENHA,4,-7.09128,-43.5033
PI,JOAO COSTA,1,-8.50736,-42.4264
PI,JOAQUIM PIRES,3,-3.50164,-42.1865
PI,JOCA MARQUES,1,-3.4804,-42.4255
PI,JOSE DE FREITAS,13,-4.75146,-42.5746
PI,JULIO BORGES,2,-10.3225,-44.2381
PI,JUREMA,2,-9.21992,-43.1337
PI,LAGOA ALEGRE,3,-4.51539,-42.6309
PI,LAGOA DE SAO FRANCISCO,3,-4.38505,-41.5969
PI,LAGOA DO BARRO DO PIAUI,2,-8.47673,-41.5342
PI,LAGOA DO PIAUI,1,-5.41864,-42.6437
PI,LAGOA DO SITIO,1,-6.50766,-41.5653
PI,LAGOINHA DO PIAUI,1,-5.8307400000000005,-42.6223
PI,LANDRI SALES,4,-7.25922,-43.9364
PI,LUIS CORREIA,11,-2.88438,-41.6641
PI,LUZILANDIA,10,-3.4683,-42.3718
PI,MADEIRO,2,-3.48624,-42.4981
PI,MANOEL EMIDIO,2,-8.01234,-43.8755
PI,MARCOLANDIA,6,-7.441689999999999,-40.6602
PI,MARCOS PARENTE,3,-7.11565,-43.8926
PI,MASSAPE DO PIAUI,1,-7.47469,-41.1103
PI,MATIAS OLIMPIO,3,-3.71492,-42.5507
PI,MIGUEL ALVES,8,-4.16857,-42.8963
PI,MONSENHOR GIL,9,-5.562,-42.6075
PI,MONSENHOR HIPOLITO,3,-6.99275,-41.026
PI,MONTE ALEGRE DO PIAUI,1,-9.75364,-45.3037
PI,MORRO DO CHAPEU DO PIAUI,1,-3.73337,-42.3024
PI,MURICI DOS PORTELAS,1,-3.319,-42.094
PI,NAZARE DO PIAUI,2,-6.97023,-42.6773
PI,NAZARIA,3,-5.35128,-42.8153
PI,NOSSA SENHORA DOS REMEDIOS,3,-3.97574,-42.6184
PI,NOVA SANTA RITA,1,-8.09707,-42.0471
PI,NOVO ORIENTE DO PIAUI,2,-6.44901,-41.9261
PI,OEIRAS,24,-7.01915,-42.1283
PI,OLHO D'AGUA DO PIAUI,2,-5.84125,-42.5594
PI,PADRE MARCOS,4,-7.35101,-40.8997
PI,PAES LANDIM,3,-7.77375,-42.2474
PI,PAJEU DO PIAUI,2,-7.85508,-42.8248
PI,PALMEIRA DO PIAUI,1,-8.73076,-44.2466
PI,PALMEIRAIS,3,-5.97086,-43.056
PI,PARNAGUA,2,-10.2166,-44.63
PI,PARNAIBA,118,-2.90585,-41.7754
PI,PASSAGEM FRANCA DO PIAUI,2,-5.86036,-42.4436
PI,PATOS DO PIAUI,1,-7.67231,-41.2408
PI,PAULISTANA,8,-8.134360000000001,-41.1431
PI,PAVUSSU,1,-7.96059,-43.2284
PI,PEDRO II,23,-4.42585,-41.4482
PI,PEDRO LAURENTINO,2,-8.06807,-42.2847
PI,PICOS,46,-7.077210000000001,-41.467
PI,PIMENTEIRAS,4,-6.23839,-41.4113
PI,PIO IX,2,-6.830019999999998,-40.6083
PI,PIRACURUCA,17,-3.93335,-41.7088
PI,PIRIPIRI,39,-4.27157,-41.7716
PI,PORTO,4,-3.88815,-42.6998
PI,PORTO ALEGRE DO PIAUI,2,-6.9642300000000015,-44.1837
PI,PRATA DO PIAUI,1,-5.67265,-42.2046
PI,QUEIMADA NOVA,3,-8.57064,-41.4106
PI,REDENCAO DO GURGUEIA,6,-9.47937,-44.5811
PI,REGENERACAO,5,-6.23115,-42.6842
PI,RIBEIRA DO PIAUI,2,-7.69028,-42.7128
PI,RIBEIRO GONCALVES,4,-7.55651,-45.2447
PI,RIO GRANDE DO PIAUI,3,-7.780289999999999,-43.1369
PI,SANTA CRUZ DO PIAUI,3,-7.1785,-41.7609
PI,SANTA CRUZ DOS MILAGRES,1,-5.80581,-41.9506
PI,SANTA FILOMENA,1,-9.11228,-45.9116
PI,SANTA LUZ,3,-8.9488,-44.1296
PI,SANTA ROSA DO PIAUI,2,-6.79581,-42.2814
PI,SANTO ANTONIO DE LISBOA,1,-6.98676,-41.2252
PI,SANTO INACIO DO PIAUI,2,-7.420719999999998,-41.9063
PI,SAO BRAZ DO PIAUI,4,-9.05797,-43.0076
PI,SAO FELIX DO PIAUI,1,-5.93485,-42.1172
PI,SAO FRANCISCO DE ASSIS DO PIAUI,3,-8.23599,-41.6873
PI,SAO FRANCISCO DO PIAUI,4,-7.2463,-42.541
PI,SAO GONCALO DO GURGUEIA,3,-10.0319,-45.3092
PI,SAO GONCALO DO PIAUI,2,-5.9939300000000015,-42.7095
PI,SAO JOAO DA CANABRAVA,2,-6.81203,-41.3415
PI,SAO JOAO DA FRONTEIRA,3,-3.95497,-41.2569
PI,SAO JOAO DA SERRA,1,-5.51081,-41.8923
PI,SAO JOAO DA VARJOTA,1,-6.94082,-41.8889
PI,SAO JOAO DO PIAUI,12,-8.35466,-42.2559
PI,SAO JOSE DO DIVINO,3,-3.81411,-41.8308
PI,SAO JOSE DO PEIXE,4,-7.4855399999999985,-42.5672
PI,SAO JOSE DO PIAUI,2,-6.87194,-41.4731
PI,SAO JULIAO,3,-7.08391,-40.8246
PI,SAO LOURENCO DO PIAUI,2,-9.16463,-42.5496
PI,SAO MIGUEL DO FIDALGO,2,-7.59713,-42.3676
PI,SAO MIGUEL DO TAPUIO,6,-5.4972900000000005,-41.3165
PI,SAO PEDRO DO PIAUI,3,-5.9207800000000015,-42.7192
PI,SAO RAIMUNDO NONATO,29,-9.01241,-42.6987
PI,SEBASTIAO BARROS,1,-10.817,-44.8337
PI,SEBASTIAO LEAL,4,-7.56803,-44.06
PI,SIMOES,2,-7.591089999999999,-40.8137
PI,SIMPLICIO MENDES,4,-7.8529399999999985,-41.9075
PI,SOCORRO DO PIAUI,4,-7.86773,-42.4922
PI,SUSSUAPARA,1,-7.03687,-41.3767
PI,TAMBORIL DO PIAUI,1,-8.40937,-42.9211
PI,TANQUE DO PIAUI,2,-6.59787,-42.2795
PI,TERESINA,633,-5.09194,-42.8034
PI,UNIAO,6,-4.58571,-42.8583
PI,URUCUI,12,-7.239439999999999,-44.5577
PI,VALENCA DO PIAUI,15,-6.40301,-41.7375
PI,VARZEA BRANCA,1,-9.238,-42.9692
PI,VARZEA GRANDE,1,-6.54899,-42.24800000000001
PI,VERA MENDES,1,-7.59748,-41.4673
PI,WALL FERRAZ,1,-7.231510000000001,-41.905
PR,ABATIA,8,-23.3049,-50.3133
PR,ADRIANOPOLIS,5,-24.6606,-48.9922
PR,AGUDOS DO SUL,12,-25.9899,-49.3343
PR,ALMIRANTE TAMANDARE,104,-25.3188,-49.3037
PR,ALTAMIRA DO PARANA,1,-24.7983,-52.7128
PR,ALTO PARAISO,2,-26.1146,-52.7469
PR,ALTO PARANA,19,-23.1312,-52.3189
PR,ALTO PIQUIRI,17,-24.0224,-53.44
PR,ALTONIA,31,-23.8759,-53.8958
PR,ALVORADA DO SUL,18,-22.7813,-51.2297
PR,AMAPORA,10,-23.0943,-52.7866
PR,AMPERE,11,-25.9168,-53.4686
PR,ANAHY,5,-24.6449,-53.1332
PR,ANDIRA,26,-23.0533,-50.2304
PR,ANGULO,2,-23.1946,-51.9154
PR,ANTONINA,61,-25.4386,-48.7191
PR,ANTONIO OLINTO,2,-25.9804,-50.1972
PR,APUCARANA,182,-23.55,-51.4635
PR,ARAPONGAS,142,-23.4153,-51.4259
PR,ARAPOTI,35,-24.1548,-49.8285
PR,ARAPUA,4,-24.3132,-51.7856
PR,ARARUNA,13,-23.9315,-52.5021
PR,ARAUCARIA,136,-25.5859,-49.4047
PR,ARIRANHA DO IVAI,2,-24.3857,-51.5839
PR,ASSAI,32,-23.3697,-50.8459
PR,ASSIS CHATEAUBRIAND,51,-24.4168,-53.5213
PR,ASTORGA,34,-23.2318,-51.6668
PR,ATALAIA,2,-23.1517,-52.0551
PR,BALSA NOVA,9,-25.5804,-49.6291
PR,BANDEIRANTES,64,-23.1078,-50.3704
PR,BARBOSA FERRAZ,18,-24.0334,-52.004
PR,BARRA DO JACARE,4,-23.116,-50.1842
PR,BARRACAO,16,-26.2502,-53.6324
PR,BELA VISTA DA CAROBA,3,-25.8842,-53.6725
PR,BELA VISTA DO PARAISO,25,-22.9937,-51.1927
PR,BITURUNA,15,-26.1607,-51.5518
PR,BOA ESPERANCA,4,-24.2467,-52.7876
PR,BOA ESPERANCA DO IGUACU,2,-25.6324,-53.2108
PR,BOA VENTURA DE SAO ROQUE,1,-24.8688,-51.6276
PR,BOA VISTA DA APARECIDA,8,-25.4308,-53.4117
PR,BOCAIUVA DO SUL,22,-25.2066,-49.1141
PR,BOM JESUS DO SUL,3,-26.1958,-53.5955
PR,BOM SUCESSO,4,-23.7063,-51.7671
PR,BOM SUCESSO DO SUL,2,-26.0731,-52.8353
PR,BORRAZOPOLIS,8,-23.9366,-51.5875
PR,BRAGANEY,2,-24.8173,-53.1218
PR,BRASILANDIA DO SUL,3,-24.1978,-53.5275
PR,CAFEARA,3,-22.789,-51.7142
PR,CAFELANDIA,12,-24.6189,-53.3207
PR,CAFEZAL DO SUL,2,-23.9005,-53.5124
PR,CALIFORNIA,10,-23.6566,-51.3574
PR,CAMBARA,25,-23.0423,-50.0753
PR,CAMBE,170,-23.2766,-51.2798
PR,CAMBIRA,9,-23.589,-51.5792
PR,CAMPINA DA LAGOA,24,-24.5893,-52.7976
PR,CAMPINA DO SIMAO,1,-25.0802,-51.8237
PR,CAMPINA GRANDE DO SUL,49,-25.3044,-49.0551
PR,CAMPO BONITO,2,-25.0294,-52.9939
PR,CAMPO DO TENENTE,13,-25.98,-49.6844
PR,CAMPO LARGO,126,-25.4525,-49.529
PR,CAMPO MAGRO,15,-25.3687,-49.4501
PR,CAMPO MOURAO,151,-24.0463,-52.378
PR,CANDIDO DE ABREU,11,-24.5649,-51.3372
PR,CANDOI,12,-25.5758,-52.0409
PR,CANTAGALO,17,-25.3734,-52.1198
PR,CAPANEMA,18,-25.6691,-53.8055
PR,CAPITAO LEONIDAS MARQUES,17,-25.4816,-53.6112
PR,CARAMBEI,20,-24.9152,-50.0986
PR,CARLOPOLIS,16,-23.4269,-49.7235
PR,CASCAVEL,408,-24.9573,-53.459
PR,CASTRO,82,-24.7891,-50.0108
PR,CATANDUVAS,10,-25.2044,-53.1548
PR,CENTENARIO DO SUL,22,-22.8188,-51.5973
PR,CERRO AZUL,13,-26.0891,-52.8691
PR,CEU AZUL,22,-25.1489,-53.8415
PR,CHOPINZINHO,17,-25.8515,-52.5173
PR,CIANORTE,114,-23.6599,-52.6054
PR,CIDADE GAUCHA,21,-23.3772,-52.9436
PR,CLEVELANDIA,25,-26.4043,-52.3508
PR,COLOMBO,235,-25.2925,-49.2262
PR,COLORADO,42,-22.8374,-51.9743
PR,CONGONHINHAS,14,-23.5493,-50.5569
PR,CONSELHEIRO MAIRINCK,4,-23.623,-50.1707
PR,CONTENDA,20,-25.6788,-49.535
PR,CORBELIA,27,-24.7971,-53.3006
PR,CORNELIO PROCOPIO,113,-23.1829,-50.6498
PR,CORONEL DOMINGOS SOARES,2,-26.2277,-52.0356
PR,CORONEL VIVIDA,29,-25.9767,-52.5641
PR,CORUMBATAI DO SUL,2,-24.101,-52.1177
PR,CRUZ MACHADO,14,-26.0166,-51.343
PR,CRUZEIRO DO IGUACU,3,-25.6192,-53.1285
PR,CRUZEIRO DO OESTE,34,-23.7799,-53.0774
PR,CRUZEIRO DO SUL,6,-22.9624,-52.1622
PR,CRUZMALTINA,2,-24.0132,-51.4563
PR,CURITIBA,2622,-25.4195,-49.2646
PR,CURIUVA,21,-24.0362,-50.4576
PR,DIAMANTE D'OESTE,6,-24.9419,-54.1052
PR,DIAMANTE DO NORTE,12,-22.655,-52.8617
PR,DIAMANTE DO SUL,5,-25.035,-52.6768
PR,DOIS VIZINHOS,30,-25.7407,-53.057
PR,DOURADINA,8,-23.3807,-53.2918
PR,DOUTOR CAMARGO,9,-23.5582,-52.2178
PR,DOUTOR ULYSSES,3,-24.5665,-49.4219
PR,ENEAS MARQUES,2,-25.9445,-53.1659
PR,ENGENHEIRO BELTRAO,19,-23.797,-52.2659
PR,ENTRE RIOS DO OESTE,3,-24.7042,-54.2385
PR,ESPERANCA NOVA,2,-23.7238,-53.81100000000001
PR,ESPIGAO ALTO DO IGUACU,3,-25.4216,-52.8348
PR,FAROL,2,-24.0958,-52.6217
PR,FAXINAL,29,-24.0077,-51.3227
PR,FAZENDA RIO GRANDE,103,-25.6624,-49.3073
PR,FENIX,4,-23.9135,-51.9805
PR,FERNANDES PINHEIRO,4,-25.4107,-50.5456
PR,FIGUEIRA,20,-23.8455,-50.4031
PR,FLOR DA SERRA DO SUL,4,-26.2523,-53.3092
PR,FLORAI,6,-23.3178,-52.3029
PR,FLORESTA,11,-23.6031,-52.0807
