uf,municipio,qtde,latitude,longitude
PR,FLORESTOPOLIS,22,-22.8623,-51.3882
PR,FLORIDA,4,-23.0847,-51.9546
PR,FORMOSA DO OESTE,29,-24.2951,-53.3114
PR,FOZ DO IGUACU,448,-25.5427,-54.5827
PR,FOZ DO JORDAO,5,-25.7371,-52.1188
PR,FRANCISCO ALVES,9,-24.0667,-53.8461
PR,FRANCISCO BELTRAO,94,-26.0817,-53.0535
PR,GENERAL CARNEIRO,10,-26.425,-51.3172
PR,GODOY MOREIRA,2,-24.173,-51.9246
PR,GOIOERE,36,-24.1835,-53.0248
PR,GOIOXIM,1,-25.1927,-51.9911
PR,GRANDES RIOS,11,-24.1466,-51.5094
PR,GUAIRA,72,-24.085,-54.2573
PR,GUAIRACA,6,-22.932,-52.6906
PR,GUAMIRANGA,6,-25.1912,-50.8021
PR,GUAPIRAMA,4,-23.5203,-50.0407
PR,GUAPOREMA,6,-23.3402,-52.7786
PR,GUARACI,11,-22.9694,-51.6504
PR,GUARANIACU,21,-25.0968,-52.8755
PR,GUARAPUAVA,184,-25.3902,-51.4623
PR,GUARAQUECABA,13,-25.3071,-48.3204
PR,GUARATUBA,58,-25.8817,-48.5752
PR,HONORIO SERPA,3,-26.139,-52.3848
PR,IBAITI,58,-23.8478,-50.1932
PR,IBEMA,6,-25.1193,-53.0072
PR,IBIPORA,64,-23.2659,-51.0522
PR,ICARAIMA,14,-23.3944,-53.615
PR,IGUARACU,11,-23.1949,-51.8256
PR,IGUATU,2,-24.7153,-53.0827
PR,IMBAU,9,-24.448,-50.7533
PR,IMBITUVA,35,-25.2285,-50.5989
PR,INACIO MARTINS,11,-25.5704,-51.0769
PR,INAJA,2,-22.7509,-52.1995
PR,INDIANOPOLIS,9,-23.4762,-52.6989
PR,IPIRANGA,10,-25.0238,-50.5794
PR,IPORA,29,-24.0083,-53.706
PR,IRACEMA DO OESTE,2,-24.4262,-53.3528
PR,IRATI,42,-25.4697,-50.6493
PR,IRETAMA,6,-24.4253,-52.1012
PR,ITAGUAJE,7,-22.6183,-51.9674
PR,ITAIPULANDIA,15,-25.1366,-54.3001
PR,ITAMBARACA,9,-23.0181,-50.4097
PR,ITAMBE,8,-23.6601,-51.9912
PR,ITAPEJARA D'OESTE,10,-25.9619,-52.8152
PR,ITAPERUCU,15,-25.2193,-49.3454
PR,ITAUNA DO SUL,4,-22.7289,-52.8874
PR,IVAI,10,-25.0067,-50.857
PR,IVAIPORA,61,-24.2485,-51.6754
PR,IVATE,4,-23.4072,-53.3687
PR,IVATUBA,5,-23.6187,-52.2203
PR,JABOTI,8,-23.7435,-50.0729
PR,JACAREZINHO,68,-23.1591,-49.9739
PR,JAGUAPITA,20,-23.1104,-51.5342
PR,JAGUARIAIVA,49,-24.2439,-49.7066
PR,JANDAIA DO SUL,26,-23.6011,-51.6448
PR,JANIOPOLIS,7,-24.1401,-52.7784
PR,JAPIRA,7,-23.8142,-50.1422
PR,JAPURA,8,-23.4693,-52.5557
PR,JARDIM ALEGRE,20,-24.1809,-51.6902
PR,JATAIZINHO,24,-23.2578,-50.9777
PR,JESUITAS,9,-24.3839,-53.3849
PR,JOAQUIM TAVORA,20,-23.4987,-49.909
PR,JUNDIAI DO SUL,11,-23.4357,-50.2496
PR,JURANDA,6,-24.4209,-52.8413
PR,JUSSARA,10,-23.6219,-52.4693
PR,KALORE,4,-23.8188,-51.6687
PR,LAPA,45,-25.7671,-49.7168
PR,LARANJAL,2,-24.8862,-52.47
PR,LARANJEIRAS DO SUL,38,-25.4077,-52.4109
PR,LEOPOLIS,8,-23.0818,-50.7511
PR,LIDIANOPOLIS,4,-24.11,-51.6506
PR,LINDOESTE,5,-25.2596,-53.5733
PR,LOANDA,31,-22.9232,-53.1362
PR,LOBATO,9,-23.0058,-51.9524
PR,LONDRINA,1071,-23.304,-51.1691
PR,LUIZIANA,6,-24.2853,-52.269
PR,LUNARDELLI,5,-24.0821,-51.7368
PR,LUPIONOPOLIS,9,-22.755,-51.6601
PR,MALLET,14,-25.8806,-50.8173
PR,MAMBORE,16,-24.317,-52.5271
PR,MANDAGUACU,37,-23.3458,-52.0944
PR,MANDAGUARI,53,-23.5446,-51.67100000000001
PR,MANDIRITUBA,26,-25.777,-49.3282
PR,MANFRINOPOLIS,3,-26.1441,-53.3113
PR,MANGUEIRINHA,12,-25.9421,-52.1743
PR,MANOEL RIBAS,8,-24.5144,-51.6658
PR,MARECHAL CANDIDO RONDON,99,-24.557,-54.0571
PR,MARIA HELENA,11,-23.6158,-53.2053
PR,MARIALVA,71,-23.4843,-51.7928
PR,MARILANDIA DO SUL,12,-23.7425,-51.3137
PR,MARILENA,4,-22.7336,-53.0402
PR,MARILUZ,16,-24.0089,-53.1432
PR,MARINGA,627,-23.4205,-51.9333
PR,MARIOPOLIS,9,-26.355,-52.5532
PR,MARIPA,14,-24.42,-53.8286
PR,MARMELEIRO,7,-26.1472,-53.0267
PR,MARQUINHO,3,-25.112,-52.2497
PR,MARUMBI,3,-23.7058,-51.6404
PR,MATELANDIA,23,-25.2496,-53.9935
PR,MATINHOS,55,-25.8237,-48.549
PR,MATO RICO,1,-24.6995,-52.1454
PR,MAUA DA SERRA,13,-23.8988,-51.2277
PR,MEDIANEIRA,64,-25.2977,-54.0943
PR,MERCEDES,8,-24.4538,-54.1618
PR,MIRADOR,5,-23.255,-52.7761
PR,MIRASELVA,5,-22.9657,-51.4846
PR,MISSAL,13,-25.0919,-54.2477
PR,MOREIRA SALES,15,-24.0509,-53.0102
PR,MORRETES,47,-25.4744,-48.8345
PR,MUNHOZ DE MELO,5,-23.1487,-51.7737
PR,NOSSA SENHORA DAS GRACAS,5,-22.9129,-51.7978
PR,NOVA ALIANCA DO IVAI,3,-23.1763,-52.6032
PR,NOVA AMERICA DA COLINA,2,-23.3308,-50.7168
PR,NOVA AURORA,16,-24.5289,-53.2575
PR,NOVA CANTU,10,-24.6723,-52.5661
PR,NOVA ESPERANCA,38,-23.182,-52.2031
PR,NOVA ESPERANCA DO SUDOESTE,4,-25.9004,-53.2618
PR,NOVA FATIMA,9,-23.4324,-50.5665
PR,NOVA LARANJEIRAS,4,-25.3054,-52.5447
PR,NOVA LONDRINA,14,-22.7639,-52.9868
PR,NOVA OLIMPIA,14,-23.4703,-53.0898
PR,NOVA PRATA DO IGUACU,9,-25.6309,-53.3469
PR,NOVA SANTA BARBARA,4,-23.5865,-50.7598
PR,NOVA SANTA ROSA,25,-24.4693,-53.9552
PR,NOVA TEBAS,2,-24.438,-51.9454
PR,NOVO ITACOLOMI,3,-23.7631,-51.5079
PR,ORTIGUEIRA,21,-24.2058,-50.9185
PR,OURIZONA,3,-23.4053,-52.1964
PR,OURO VERDE DO OESTE,5,-24.7933,-53.9043
PR,PAICANDU,61,-23.4555,-52.04600000000001
PR,PALMAS,52,-26.4839,-51.9888
PR,PALMEIRA,40,-25.4257,-50.007
PR,PALMITAL,14,-24.8853,-52.2029
PR,PALOTINA,38,-24.2868,-53.8404
PR,PARAISO DO NORTE,15,-23.2824,-52.6054
PR,PARANACITY,10,-22.9297,-52.1549
PR,PARANAGUA,307,-25.5161,-48.5225
PR,PARANAPOEMA,2,-22.6412,-52.0905
PR,PARANAVAI,155,-23.0816,-52.4617
PR,PATO BRAGADO,8,-24.6271,-54.2265
PR,PATO BRANCO,105,-26.2292,-52.6706
PR,PAULA FREITAS,4,-26.2105,-50.931
PR,PAULO FRONTIN,5,-26.0466,-50.8304
PR,PEABIRU,33,-23.914,-52.3431
PR,PEROBAL,9,-23.8949,-53.4098
PR,PEROLA,16,-23.8039,-53.6834
PR,PEROLA D'OESTE,9,-25.8278,-53.7433
PR,PIEN,6,-26.0965,-49.4336
PR,PINHAIS,139,-25.4429,-49.1927
PR,PINHAL DE SAO BENTO,2,-26.0324,-53.482
PR,PINHALAO,11,-23.7982,-50.0536
PR,PINHAO,18,-25.6944,-51.6536
PR,PIRAI DO SUL,30,-24.5306,-49.9433
PR,PIRAQUARA,130,-25.4422,-49.0624
PR,PITANGA,23,-24.7588,-51.7596
PR,PITANGUEIRAS,8,-23.2281,-51.5873
PR,PLANALTINA DO PARANA,8,-23.0101,-52.9162
PR,PLANALTO,6,-25.7211,-53.7642
PR,PONTA GROSSA,494,-25.0916,-50.1668
PR,PONTAL DO PARANA,51,-25.6735,-48.5111
PR,PORECATU,25,-22.7537,-51.3795
PR,PORTO AMAZONAS,7,-25.54,-49.8946
PR,PORTO BARREIRO,2,-25.5477,-52.4067
PR,PORTO RICO,6,-22.7747,-53.2677
PR,PORTO VITORIA,5,-26.1674,-51.231
PR,PRADO FERREIRA,7,-23.0357,-51.4429
PR,PRANCHITA,3,-26.0209,-53.7397
PR,PRESIDENTE CASTELO BRANCO,3,-23.2782,-52.1536
PR,PRIMEIRO DE MAIO,20,-22.8517,-51.0293
PR,PRUDENTOPOLIS,32,-25.2111,-50.9754
PR,QUARTO CENTENARIO,2,-24.2775,-53.0759
PR,QUATIGUA,11,-23.5671,-49.916
PR,QUATRO BARRAS,49,-25.3673,-49.0763
PR,QUATRO PONTES,5,-24.5752,-53.9759
PR,QUEDAS DO IGUACU,28,-25.4492,-52.9102
PR,QUERENCIA DO NORTE,15,-23.0838,-53.483
PR,QUINTA DO SOL,6,-23.8533,-52.1309
PR,QUITANDINHA,14,-25.8734,-49.4973
PR,RAMILANDIA,5,-25.1195,-54.023
PR,RANCHO ALEGRE,7,-23.0676,-50.9145
PR,REALEZA,16,-25.7711,-53.526
PR,REBOUCAS,15,-25.6232,-50.6877
PR,RENASCENCA,7,-26.1588,-52.9703
PR,RESERVA,16,-24.6492,-50.8466
PR,RESERVA DO IGUACU,6,-25.8319,-52.0272
PR,RIBEIRAO CLARO,21,-23.1941,-49.7597
PR,RIBEIRAO DO PINHAL,25,-23.4091,-50.3601
PR,RIO AZUL,10,-25.7306,-50.7985
PR,RIO BOM,3,-23.7606,-51.4122
PR,RIO BONITO DO IGUACU,14,-25.4874,-52.5292
PR,RIO BRANCO DO IVAI,6,-24.3244,-51.3187
PR,RIO BRANCO DO SUL,21,-25.1892,-49.3115
PR,RIO NEGRO,36,-26.095,-49.7982
PR,ROLANDIA,104,-23.3101,-51.3659
PR,RONCADOR,11,-24.5958,-52.2716
PR,RONDON,14,-23.412,-52.7659
PR,ROSARIO DO IVAI,6,-24.2682,-51.272
PR,SABAUDIA,10,-23.3155,-51.555
PR,SALGADO FILHO,8,-26.1777,-53.3631
PR,SALTO DO ITARARE,11,-23.6074,-49.6354
PR,SALTO DO LONTRA,10,-25.7813,-53.3135
PR,SANTA AMELIA,4,-23.2654,-50.4288
PR,SANTA CECILIA DO PAVAO,5,-23.5201,-50.7835
PR,SANTA CRUZ DE MONTE CASTELO,9,-22.9582,-53.2949
PR,SANTA FE,18,-23.04,-51.808
PR,SANTA HELENA,30,-24.8585,-54.33600000000001
PR,SANTA INES,2,-22.6376,-51.9024
PR,SANTA ISABEL DO IVAI,19,-23.0025,-53.1989
PR,SANTA IZABEL DO OESTE,11,-25.8217,-53.4801
PR,SANTA LUCIA,2,-25.4104,-53.5638
PR,SANTA MARIA DO OESTE,4,-24.9377,-51.8696
PR,SANTA MARIANA,18,-23.1465,-50.5167
PR,SANTA MONICA,6,-23.108,-53.1103
PR,SANTA TEREZA DO OESTE,14,-25.0543,-53.6274
PR,SANTA TEREZINHA DE ITAIPU,24,-25.4391,-54.402
PR,SANTANA DO ITARARE,7,-23.7587,-49.6293
PR,SANTO ANTONIO DA PLATINA,49,-23.2959,-50.0815
PR,SANTO ANTONIO DO CAIUA,4,-22.7351,-52.344
PR,SANTO ANTONIO DO PARAISO,3,-23.4969,-50.6455
PR,SANTO ANTONIO DO SUDOESTE,34,-26.0737,-53.7251
PR,SANTO INACIO,7,-22.6957,-51.7969
PR,SAO CARLOS DO IVAI,6,-23.3158,-52.4761
PR,SAO JERONIMO DA SERRA,10,-23.7218,-50.7475
PR,SAO JOAO,11,-25.8214,-52.7252
PR,SAO JOAO DO CAIUA,7,-22.8535,-52.3411
PR,SAO JOAO DO IVAI,11,-23.9833,-51.8215
PR,SAO JOAO DO TRIUNFO,5,-25.683000000000003,-50.2949
PR,SAO JORGE D'OESTE,11,-25.7085,-52.9204
PR,SAO JORGE DO IVAI,11,-23.4336,-52.2929
PR,SAO JORGE DO PATROCINIO,2,-23.7647,-53.8823
PR,SAO JOSE DA BOA VISTA,7,-23.9122,-49.6577
PR,SAO JOSE DAS PALMEIRAS,6,-24.8369,-54.0572
PR,SAO JOSE DOS PINHAIS,345,-25.5313,-49.2031
PR,SAO MANOEL DO PARANA,4,-23.3941,-52.6454
PR,SAO MATEUS DO SUL,24,-25.8677,-50.38399999999999
PR,SAO MIGUEL DO IGUACU,36,-25.3492,-54.2405
PR,SAO PEDRO DO IGUACU,9,-24.9373,-53.8521
PR,SAO PEDRO DO IVAI,11,-23.8634,-51.8568
PR,SAO PEDRO DO PARANA,6,-22.8239,-53.2241
PR,SAO SEBASTIAO DA AMOREIRA,8,-23.4656,-50.7625
PR,SAO TOME,9,-23.5349,-52.5901
PR,SAPOPEMA,10,-23.9078,-50.5801
PR,SARANDI,166,-23.4441,-51.87600000000001
PR,SAUDADE DO IGUACU,5,-25.6917,-52.6184
PR,SENGES,26,-24.1129,-49.4616
PR,SERRANOPOLIS DO IGUACU,4,-25.3799,-54.0518
PR,SERTANEJA,15,-23.0361,-50.8317
PR,SERTANOPOLIS,22,-23.0571,-51.0399
PR,SIQUEIRA CAMPOS,27,-23.6875,-49.8304
PR,SULINA,3,-25.7066,-52.7299
PR,TAMARANA,25,-23.7204,-51.0991
PR,TAMBOARA,7,-23.2036,-52.4743
PR,TAPEJARA,25,-23.7315,-52.8735
PR,TAPIRA,7,-23.3193,-53.0684
PR,TEIXEIRA SOARES,8,-25.3701,-50.4571
PR,TELEMACO BORBA,76,-24.3245,-50.6176
PR,TERRA BOA,21,-23.7683,-52.447
PR,TERRA RICA,19,-22.7111,-52.6188
PR,TERRA ROXA,32,-24.1575,-54.0988
PR,TIBAGI,15,-24.5153,-50.4176
PR,TIJUCAS DO SUL,14,-25.9311,-49.195
PR,TOLEDO,182,-24.7246,-53.7412
PR,TOMAZINA,16,-23.7796,-49.9499
PR,TRES BARRAS DO PARANA,11,-25.4185,-53.1833
PR,TUNAS DO PARANA,7,-24.9731,-49.0879
PR,TUNEIRAS DO OESTE,15,-23.8648,-52.8769
PR,TUPASSI,9,-24.5879,-53.5105
PR,TURVO,5,-25.0437,-51.5282
PR,UBIRATA,23,-24.5393,-52.9865
PR,UMUARAMA,182,-23.7656,-53.3201
PR,UNIAO DA VITORIA,49,-26.2273,-51.0873
PR,UNIFLOR,4,-23.0868,-52.1573
PR,URAI,25,-23.2,-50.7939
PR,VENTANIA,4,-24.2458,-50.2376
PR,VERA CRUZ DO OESTE,9,-25.0577,-53.8771
PR,VERE,7,-25.8772,-52.9051
PR,VIRMOND,3,-25.3829,-52.1987
PR,VITORINO,6,-26.2683,-52.7843
PR,WENCESLAU BRAZ,27,-23.8742,-49.8032
PR,XAMBRE,8,-23.7364,-53.4884
RJ,ANGRA DOS REIS,368,-23.0011,-44.3196
RJ,APERIBE,34,-21.6252,-42.1017
RJ,ARARUAMA,255,-22.8697,-42.3326
RJ,AREAL,18,-22.2283,-43.1118
RJ,ARMACAO DOS BUZIOS,59,-22.7528,-41.8846
RJ,ARRAIAL DO CABO,71,-22.9774,-42.0267
RJ,BARRA DO PIRAI,213,-22.4715,-43.8269
RJ,BARRA MANSA,319,-22.5481,-44.1752
RJ,BELFORD ROXO,1383,-22.764,-43.3992
RJ,BOM JARDIM,36,-22.1545,-42.4251
RJ,BOM JESUS DO ITABAPOANA,65,-21.1449,-41.6822
RJ,CABO FRIO,542,-22.8894,-42.0286
RJ,CACHOEIRAS DE MACACU,152,-22.4658,-42.6523
RJ,CAMBUCI,31,-21.5691,-41.9187
RJ,CAMPOS DOS GOYTACAZES,845,-21.7622,-41.3181
RJ,CANTAGALO,26,-21.9797,-42.3664
RJ,CARAPEBUS,27,-22.1821,-41.663
RJ,CARDOSO MOREIRA,37,-21.4846,-41.6165
RJ,CARMO,38,-21.931,-42.6046
RJ,CASIMIRO DE ABREU,90,-22.4812,-42.2066
RJ,COMENDADOR LEVY GASPARIAN,22,-22.0404,-43.214
RJ,CONCEICAO DE MACABU,40,-22.0834,-41.8719
RJ,CORDEIRO,62,-22.0267,-42.3648
RJ,DUAS BARRAS,21,-22.0536,-42.5232
RJ,DUQUE DE CAXIAS,2489,-22.7858,-43.3049
RJ,ENGENHEIRO PAULO DE FRONTIN,40,-22.5498,-43.6827
RJ,GUAPIMIRIM,109,-22.5347,-42.9895
RJ,IGUABA GRANDE,56,-22.8495,-42.2299
RJ,ITABORAI,754,-22.7565,-42.8639
RJ,ITAGUAI,403,-22.8636,-43.7798
RJ,ITALVA,33,-21.4296,-41.7014
RJ,ITAOCARA,69,-21.6748,-42.0758
RJ,ITAPERUNA,276,-21.1997,-41.8799
RJ,ITATIAIA,44,-22.4897,-44.5675
RJ,JAPERI,282,-22.6435,-43.6602
RJ,LAJE DO MURIAE,12,-21.2091,-42.1271
RJ,MACAE,654,-22.3768,-41.7848
RJ,MACUCO,14,-21.9813,-42.2533
RJ,MAGE,756,-22.6632,-43.0315
RJ,MANGARATIBA,97,-22.9594,-44.0409
RJ,MARICA,368,-22.9354,-42.8246
RJ,MENDES,39,-22.5245,-43.7312
RJ,MESQUITA,393,-22.8028,-43.4601
RJ,MIGUEL PEREIRA,67,-22.4572,-43.4803
RJ,MIRACEMA,64,-21.4148,-42.1938
RJ,NATIVIDADE,37,-21.039,-41.9697
RJ,NILOPOLIS,509,-22.8057,-43.4233
RJ,NITEROI,1052,-22.8832,-43.1034
RJ,NOVA FRIBURGO,446,-22.2932,-42.5377
RJ,NOVA IGUACU,3012,-22.7556,-43.4603
RJ,PARACAMBI,130,-22.6078,-43.7108
RJ,PARAIBA DO SUL,108,-22.1585,-43.304
RJ,PARATY,100,-23.2221,-44.7175
RJ,PATY DO ALFERES,66,-22.4309,-43.4285
RJ,PETROPOLIS,641,-22.52,-43.1926
RJ,PINHEIRAL,57,-22.5172,-44.0022
RJ,PIRAI,74,-22.6215,-43.9081
RJ,PORCIUNCULA,46,-20.9632,-42.0465
RJ,PORTO REAL,32,-22.4175,-44.2952
RJ,QUATIS,16,-22.4045,-44.2597
RJ,QUEIMADOS,463,-22.7102,-43.5518
RJ,QUISSAMA,33,-22.1031,-41.4693
RJ,RESENDE,244,-22.4705,-44.4509
RJ,RIO BONITO,135,-22.7181,-42.6276
RJ,RIO CLARO,28,-22.72,-44.1419
RJ,RIO DAS FLORES,8,-22.1692,-43.5856
RJ,RIO DAS OSTRAS,244,-22.5174,-41.9475
RJ,RIO DE JANEIRO,11734,-22.9129,-43.2003
RJ,SANTA MARIA MADALENA,19,-21.9547,-42.0098
RJ,SANTO ANTONIO DE PADUA,102,-21.541,-42.1832
RJ,SAO FIDELIS,94,-21.6551,-41.756
RJ,SAO FRANCISCO DE ITABAPOANA,87,-21.4702,-41.1091
RJ,SAO GONCALO,2548,-22.8268,-43.0634
RJ,SAO JOAO DA BARRA,63,-21.638,-41.0446
RJ,SAO JOAO DE MERITI,1314,-22.8058,-43.3729
RJ,SAO JOSE DE UBA,13,-21.3661,-41.9511
RJ,SAO JOSE DO VALE DO RIO PRETO,43,-22.1525,-42.9327
RJ,SAO PEDRO DA ALDEIA,199,-22.8429,-42.1026
RJ,SAO SEBASTIAO DO ALTO,20,-21.9578,-42.1328
RJ,SAPUCAIA,53,-21.9949,-42.9142
RJ,SAQUAREMA,198,-22.9292,-42.5099
RJ,SEROPEDICA,186,-22.7526,-43.7155
RJ,SILVA JARDIM,60,-22.6574,-42.3961
RJ,SUMIDOURO,34,-22.0485,-42.6761
RJ,TANGUA,87,-22.7423,-42.7202
RJ,TERESOPOLIS,527,-22.4165,-42.9752
RJ,TRAJANO DE MORAES,36,-22.0638,-42.0643
RJ,TRES RIOS,206,-22.1165,-43.2185
RJ,VALENCA,109,-22.2445,-43.7129
RJ,VARRE-SAI,7,-20.9276,-41.8701
RJ,VASSOURAS,97,-22.4059,-43.6686
RJ,VOLTA REDONDA,508,-22.5202,-44.0996
RN,ACARI,5,-6.4282,-36.6347
RN,AFONSO BEZERRA,5,-5.4922900000000014,-36.5075
RN,ALEXANDRIA,9,-6.40533,-38.0142
RN,ALMINO AFONSO,4,-6.1475,-37.7636
RN,ALTO DO RODRIGUES,8,-5.28186,-36.75
RN,ANGICOS,5,-5.65792,-36.6094
RN,ANTONIO MARTINS,3,-6.21367,-37.8834
RN,APODI,16,-5.6534900000000015,-37.7946
RN,AREIA BRANCA,10,-4.95254,-37.1252
RN,ARES,6,-6.18831,-35.1608
RN,ASSU,25,,
RN,BAIA FORMOSA,9,-6.37161,-35.0033
RN,BARAUNA,15,-5.06977,-37.6129
RN,BARCELONA,2,-5.94284,-35.9247
RN,BENTO FERNANDES,2,-5.69906,-35.813
RN,BOA SAUDE,5,,
RN,BOM JESUS,10,-5.98648,-35.5792
RN,BREJINHO,5,-6.18566,-35.3591
RN,CAICARA DO NORTE,1,-5.07091,-36.0717
RN,CAICARA DO RIO DO VENTO,1,-5.76541,-35.9938
RN,CAICO,34,-6.45441,-37.1067
RN,CAMPO GRANDE,5,,
RN,CAMPO REDONDO,6,-6.23829,-36.1888
RN,CANGUARETAMA,19,-6.37193,-35.1281
RN,CARAUBAS,12,-5.7838699999999985,-37.5586
RN,CARNAUBA DOS DANTAS,5,-6.55015,-36.5868
RN,CARNAUBAIS,4,-5.34181,-36.8335
RN,CEARA-MIRIM,27,-5.64323,-35.4247
RN,CERRO CORA,4,-6.03503,-36.3503
RN,CORONEL EZEQUIEL,1,-6.3748,-36.2223
RN,CORONEL JOAO PESSOA,1,-6.24974,-38.4441
RN,CRUZETA,3,-6.40894,-36.7782
RN,CURRAIS NOVOS,23,-6.25484,-36.5146
RN,DOUTOR SEVERIANO,3,-6.08082,-38.3794
RN,ENCANTO,2,-6.10691,-38.3033
RN,EQUADOR,4,-6.93835,-36.717
RN,ESPIRITO SANTO,5,-6.33563,-35.3052
RN,EXTREMOZ,19,-5.70143,-35.3048
RN,FELIPE GUERRA,4,-5.59274,-37.6875
RN,FLORANIA,3,-6.1226400000000005,-36.8226
RN,FRUTUOSO GOMES,1,-6.15669,-37.8375
RN,GALINHOS,2,-5.0909,-36.2754
RN,GOIANINHA,11,-6.26486,-35.1943
RN,GOVERNADOR DIX-SEPT ROSADO,5,-5.4488699999999985,-37.5183
RN,GROSSOS,6,-4.98068,-37.1621
RN,GUAMARE,5,-5.10619,-36.3222
RN,IELMO MARINHO,6,-5.82447,-35.55
RN,IPANGUACU,9,-5.48984,-36.8501
RN,IPUEIRA,1,-6.805960000000002,-37.2045
RN,ITAJA,4,-5.63894,-36.8712
RN,ITAU,6,-5.8363,-37.9912
RN,JACANA,3,-6.41856,-36.2031
RN,JANDAIRA,4,-5.35211,-36.1278
RN,JANDUIS,3,-6.01474,-37.4048
RN,JAPI,1,-6.46544,-35.9346
RN,JARDIM DE ANGICOS,2,-5.64999,-35.9713
RN,JARDIM DE PIRANHAS,3,-6.37665,-37.3496
RN,JARDIM DO SERIDO,4,-6.58047,-36.7736
RN,JOAO CAMARA,14,-5.54094,-35.8122
RN,JOSE DA PENHA,5,-6.31095,-38.2823
RN,JUCURUTU,7,-6.0306,-37.009
RN,LAGOA D'ANTA,4,-6.39493,-35.5949
RN,LAGOA DE PEDRAS,4,-6.15082,-35.4299
RN,LAGOA DE VELHOS,1,-6.0119,-35.8729
RN,LAGOA NOVA,3,-6.09339,-36.4703
RN,LAGOA SALGADA,5,-6.12295,-35.4724
RN,LAJES,5,-5.693219999999998,-36.247
RN,LUCRECIA,3,-6.10525,-37.8134
RN,LUIS GOMES,5,-6.405880000000002,-38.3899
RN,MACAIBA,41,-5.85229,-35.3552
RN,MACAU,23,-5.10795,-36.6318
RN,MAJOR SALES,1,-6.39949,-38.324
RN,MARCELINO VIEIRA,6,-6.2846,-38.1642
RN,MARTINS,7,-6.08279,-37.908
RN,MAXARANGUAPE,1,-5.5218099999999986,-35.2631
RN,MONTANHAS,6,-6.48522,-35.2842
RN,MONTE ALEGRE,9,-6.07063,-35.3253
RN,MOSSORO,194,-5.18374,-37.3474
RN,NATAL,670,-5.79357,-35.1986
RN,NISIA FLORESTA,10,-6.0932900000000005,-35.1991
RN,NOVA CRUZ,15,-6.47511,-35.4286
RN,OLHO D'AGUA DO BORGES,4,,
RN,OURO BRANCO,3,-6.6958,-36.9428
RN,PARAZINHO,1,-5.22276,-35.8398
RN,PARELHAS,10,-6.68491,-36.6566
RN,PARNAMIRIM,166,-5.91116,-35.271
RN,PASSA E FICA,7,-6.43018,-35.6442
RN,PATU,6,-6.10656,-37.6356
RN,PAU DOS FERROS,23,-6.10498,-38.2077
RN,PEDRA GRANDE,1,-5.1498800000000005,-35.876
RN,PEDRA PRETA,1,-5.5735199999999985,-36.1084
RN,PEDRO AVELINO,4,-5.5161,-36.3867
RN,PEDRO VELHO,7,-6.4356,-35.2195
RN,PENDENCIAS,9,-5.2564,-36.7095
RN,POCO BRANCO,2,-5.622330000000002,-35.6635
RN,PORTALEGRE,5,-6.02064,-37.9865
RN,PORTO DO MANGUE,4,-5.05441,-36.7887
RN,PUREZA,2,-5.46393,-35.5554
RN,RAFAEL FERNANDES,4,-6.18987,-38.2211
RN,RIACHO DA CRUZ,1,-5.92654,-37.949
RN,RIACHO DE SANTANA,1,-6.25139,-38.3116
RN,RIACHUELO,4,-5.82156,-35.8215
RN,RIO DO FOGO,3,-5.2765,-35.3794
RN,RUY BARBOSA,1,-5.88745,-35.933
RN,SANTA CRUZ,10,-6.22475,-36.0193
RN,SANTA MARIA,3,-5.838019999999998,-35.6914
RN,SANTANA DO MATOS,4,-5.94605,-36.6578
RN,SANTANA DO SERIDO,1,-6.7664300000000015,-36.7312
RN,SANTO ANTONIO,16,-6.31195,-35.4739
RN,SAO BENTO DO NORTE,3,-5.09259,-35.9587
RN,SAO FERNANDO,2,-6.37975,-37.1864
RN,SAO FRANCISCO DO OESTE,3,-5.97472,-38.1519
RN,SAO GONCALO DO AMARANTE,54,-5.79068,-35.3257
RN,SAO JOAO DO SABUGI,4,-6.71387,-37.2027
RN,SAO JOSE DE MIPIBU,16,-6.0773,-35.2417
RN,SAO JOSE DO CAMPESTRE,7,-6.31087,-35.7067
RN,SAO JOSE DO SERIDO,1,-6.44002,-36.8746
RN,SAO MIGUEL,8,-6.2028300000000005,-38.4947
RN,SAO MIGUEL DO GOSTOSO,2,-5.12302,-35.6354
RN,SAO PAULO DO POTENGI,9,-5.8994,-35.7642
RN,SAO PEDRO,6,-5.90559,-35.6317
RN,SAO RAFAEL,2,-5.79791,-36.8778
RN,SAO TOME,2,-5.96404,-36.0798
RN,SAO VICENTE,2,-6.21893,-36.6827
RN,SENADOR ELOI DE SOUZA,1,-6.03334,-35.6978
RN,SERRA CAIADA,3,-6.10478,-35.7113
RN,SERRA DE SAO BENTO,2,-6.4176199999999985,-35.7033
RN,SERRA DO MEL,8,-5.17725,-37.0242
RN,SERRA NEGRA DO NORTE,5,-6.660310000000001,-37.3996
RN,SERRINHA,6,-6.28181,-35.5
RN,SERRINHA DOS PINTOS,1,-6.1108699999999985,-37.9548
RN,TABOLEIRO GRANDE,3,-5.91948,-38.0367
RN,TAIPU,2,-5.63058,-35.5918
RN,TANGARA,8,-6.19649,-35.7989
RN,TENENTE ANANIAS,2,-6.45823,-38.182
RN,TENENTE LAURENTINO CRUZ,3,-6.1378,-36.7135
RN,TIBAU,5,-4.83729,-37.2554
RN,TIBAU DO SUL,11,-6.19176,-35.0866
